1473832,158480,1624071,507061,550137	1332875,314749,550131,667508,968284
368798,455947	1473532,210338,291100,83972
139712	1332971,1346392,8828
310586,555297,555300	1327197,921382
549367,614411	1473502,301913
210561	341651
69287	284289,444953
565914	446998,449423,535605,99556
554759,9248	761147,895714
547093	1053897,1343900,1481122,2044174
169369,292356,9113	30367,49654,49662,951640
525352,614376	2176450,525352
531821,554906	341620,555172,9248
161526,395940	291150,409252
179158,72379	438095
270980	9053
547487,9215	531859
256835,5046,557918,558623	106,161214,175294,1945,5046
1253118,1969067,677897	1995503,1995504
614586,9683	1719323,258401
549366,577283,614640	169369,1997489,394686
1079749,547698,565254,565697,571706,680782	539600,555464
1585308,760207	457721
2176176,275760	1428711,1719382
555381,9322	113670,1623761,8800
292356,368858	350357
895377	232519,23634
440393	1473955,531547,614723
1481178,281056,554568	1481178,281056,549470,554568
1358804,554819,554820,710453,86757	1327685,533543
1624087	33751,342989,667448,667449,856260
75458	220393,635050
119997,1997475,532074	341620,387630,65269
1327655,1550979	350303,9248
44866,511018	1332875,314749,550131,667508,968284
1586163	33748,5005,600635
547093,550132,550135,550141	614369
1402070,1665333	614586,9683
550129,550132,550141,554444	554522
614470	328501,50383
350122	510483
1719130	221743,221744,3588,614458
372012,614675	372012,614675
446860,554883	1196535,232372
636583	258394,555209
1101246,358509	257814
272902	267815,548897,614600,99185
547487,9215	311828,637410
287405,485841,637881	1125483,511018,614709,99211
169369,1718845,9113	1099139,169369,394686
1656827,270980	326241,555433
972446	1428620,1719320,520553
50390,895748,895749	51632,614420
293324,293376,557822	293376,528379,557822,557895
125406,125757	1346833,1390633
436397,485938	1263173
444956	444956,66227
565622,896038	583749,585193
241056,377050,491506,558371,894465,9248	1718928,404123
895069,9215,9248	895069,9435
69868	1198268,63481
555504	457749,760274,93102
1402070	260227,554890
531362	531362
531607,549736	9361
531821	138481,531576
444518,614723	554890
166846,565394,565676,565677	1287549,8744
1481112,432602	1327050,216846
256835,554754,662686	511018,742717
317107,554883	554754,614538,814177,9435
228521,555309,856229	2049650,466966,779402
1853891,1997495,5005,600635	1327089,1327090,263001
276453,549365	263970,614655
511018	358503,437470
1327551,291323	1327230,1346331,510961
258391,358509	1194492
1402070	322819,614589
124395,1431810	1564458,1564459,554591,555220,730433,9435
1718886,554729	210609
1194403,1266189,133259,416289	1332888,511053
1492673,8918	1535138,577120
413026	511018,554754
531613,555198,600335	303640,554880
145126,388902	614379,66252,66253
174888,33138,533656	1744522,50383,554461
1097249,576927	4701,970917
263052	160165,2176239,511125,577289,9036,9215,9377
221744,328501	555289,9218
110923,2099334,400397,7447	1058537
1408874,552218	1680552
263052,412787	572039
169832,293211,444662,550240	160165,531760,614335
1369667,1369668,1369669,554559	158929
384749	1179125,384749
1431260,680099	614412
358509	132266,1515841
555253,9113	448349,555169,86723
1473832,158480,1624071,507061,550137	1327698,474483,9475
100158,133910,1358804,1364707,1364708,531632	1327046,30353
296237,507004,894594	296237,547266,554809
614369	1209542,1209543,1350536,49615,7768
296237,547266	531603,554407
1412661,210522	50440,50441
1428473	444352
115457,143578,251098	681205
287069,577204,9475	2049547,87707
554749,637622	258400,437646
133910,144511,554401,555102,555103,894765,895232	144511,1776108
441249	1466176,9036,9215
258378,555513	1226512,1719061,555325
341642,565859	1564465,511018
2175531,2208871,337134,555171,555302,968831,968832,968833	968415
549700	1528763
9053	856282,8744,9197
50592	779310,834419
2234365,268394,507009,555133,9435	11319,1327221,1327222,1327223,56289
228423,258394,554865,555310,600335	228423,554893,8744
554648	151,789718,8719
4524,555171,565232,808189,9430,9435	287530,72165
547093	531855
291356,615392	1192334,1250310,551261
1564458,1564459,554591,555220,730433,9435	1327230,529481,99185
555132	258635
549420	4498,549366,565555
1327785,258383,576927	1428429,50383
377566,650148	36004,894431
358509,358510	1473763,63396,88831
263970,550094,614540	18707,23556,23958,24052
166602,377050,491592	218798,614456
294312	1101491,1987665,1987666,1987667,1987668,230890,271060,342105,370803,416729,468000,955658
1429529,296237	1327662,1462329,1854612,1854613,314749,968369
1718984,554500	1332850,8918,968677,968678
263970,614655	1327500,1327501,361200
1428429,1428430,50383,554906,577011	1428429,50383
1431304,853667	389002,680463
614552	155649,35189
1402126	614545
133910,1621,501197	258400,258401,511018
221744,410759	21663,39650,410755
894507	1369268,1923639,595076
1432177,1432178,1432179,555393	200130,2049656,290783
134622,179094,2176220,232437	214449,789718,9020
565914	1327230,529481,99185
293211,511031,555523	554865
258391,549365,549366,614376,614377,614463,614464,614465,614466	221744,328501
549420,549908,565709	1327229,1327230,510961,614472,8487,99185
296237,547266	242438,555278
152106	1116792,806959
1327824,291356,555430	182683,344770,555383,8842
256835,558847	3588,662796,970914
1428450,1719115,554390,554391,614464	372483,554679,9053
361200,547700	168846,1763374,942813
1428276,1428277,168845	1719174,192141
251098,554865	531665
1346348,1718993,503201	551201,795443,87228
263001,662807,9197	653344,789266,86726
554562	140755,531495,531573,8908
344893,547085,547086	1327197,921382
1038682,258383,555303	124395,1431810
287069,577204,9475	551201,795443,87228
251098,554865	200277,554538
56158,614650	1564478,1719118,491506,9430
152236,1776256,527668	1436475,969582
439196,554863,93996	1564455,406768,555460
1137097,314749,547093,830962	1738124,1780
263001,525352,69043,69044	2176178,9290
38791	441277,8908
529881	510589,554559
305916,477810	265258,554755,70365
1580593,805480	1580593,17996,805480
1915870,554407,554479,577120,8918	1038682,1332875,1332909,570673,667361,667454,822954,9297,968284
4495	1269152,1719088
341651,501197,614392	614474
1402070,441347	301957,301958
296237	1062239,1533464,293205,896153
258391,549365,549366,614376,614377,614463,614464,614465,614466	258394,314749,614491,614492
444352	9361
529881	115457
549363	16687,614502
531627	1327655,531627,555272
547093	1719286,394686,8702
895069	1327195,9113
1199566,1289559,507112,614333	1279426,4683
653941	258378,288663,913271
1264080,133259,1358735,166602,377050	1310422,79130
615392	615392,85130
1270008,168594,86726	154907,268324
1038336,565183	1564452,171426
33927,565503	5708,777055
11238,131102,946830	160165,554557
68760,942309	111108
168047,441277,614364	9361
296237,614376,614738,614739	1492566
1358371,3698	1481140,23683,429770,628784
221744,328501	1995679
531584	614468
547452	153209,179094
551449	439117,518919
444589,550131	2176384,554906,614491
637396,638473	244520
296237	1428364,9297
913047	319443,548320,7006
170361,434759,49633	1719607,2049536,292612
118810,1537,69796	118810,1537,21682,69796
256897,639439	1217,4524
507009,614573	1719289,555325,99185
171858,490646,554865,9430	555281,555283,901337
1038682,258383	594792,656336
2234493,2234494,2234495,984935	258394,531675,547714
1679,550456	51632,51633,534730,614420
166602,377050,491592	1327735,554824,577120,8918
1430350,1430351,1430352,1430353,1430354	554993,63235,685016,83436
1327746,531786	1473535,284179
1403030,895668	1623849,205765,337115,554880
778226,79339	1624157,358503
221744,328501	241310,37097
296239,388410,507009,551664,554631,554974,554975	1055206,1679,206352,550456
9361	258383,856397,86723
551261	266508
554522	1377481,531859
1565335,2176676,372260	555481
1718872,88831,9264	188275,555063
536400,971748	256835,284346,5046,510830,639211
267061,548337	614328
534382	565473
600335,942740	1327569,350357
529881	555370
151,555383,8719	1564458
1028325,1346486,210113	614545,69796
66038,89399	47556
65984	531643,9022
322878,555198	350780
1473486,263732	1194553,555217
50538,50539	50539,805111
4498,549366	23683,567566
4524,555444	555303,614729
169023	405861,531494
1427280,548398	1995421,1995422,1995423,975531
554906,554932,9218	1637,86726
171858,554485	1441503,270980
192862	607861,614482,614483,614484
551251,9215	554754,813774
205048,76300,98700	552665,614386
1995951,535658,632921	1253118,1969067,677897
529881	1191565,1408837,822708
1461615	1218495,36473
29478,79130,971760	614568,69788
1408785,1408786,555445	1209273,1744603,823611
536946	341651,9215
555198,565232	1327653,1327654,1327655,1327656,1327657,550549,554526,70365,8702
1332824	345320,667359
1327662,394686,426542,500946,550131	1564383,9113
258378,549470,554569,84368	1287549,154907,8744
895069,9215,9248	404123,554451
328496,51737,583708	555170,555171
124395,159400,1719385,344904,806673,93954	5046,555191,558432
1289741,286341,33989	636743,8061,813668
293210,491506,572170	336668,856331,86723,9297
1528142,441761	548320
293190	1332888,8918
531377,554413	1668053,1969348
293211,444662	153,293211,511031,9283
1494320,1719520,1719521,1719522	1700096,1718972
229707	1327302,3588
258592	555140,614552
441319,794422	441319
446860,565306	296237
437500,506263	1346833,1390633
125792,557999	236338,760610
125540,985309	317719
168047,441277,614364	1170701,119997,168047
1450514	1454408,287849,823617
1345,1621	1263173
49452,531863,555355,577011	4489,554902
68612	182635,554714,614553
2234493,2234494,2234495,984935	1669,344999,86726
292356,8744	1346348,638335
614412	1887697,296617,69796
293351,490646,554865,639386	1470747,805480
139712,614600,969523	1995624,21471,281144
1719173,402232,555041,8807	1032977,614446
139533,585933,830004	345323,531822,9150
1279787,1327155,1340144,1358763,1427131,1427132,1427134,1427135,2234345,228521,292612,444804,551745,554484,554678,614669	1327155,554484,554594
341651	1718901,734165
1719422,9248	1473646,1551315,264512
511018,614709	1327308,228569
179094,534137	112857,133235,531578
4498	15079,19124,51642
614586	536946
200277,21674,963726	252043,692341
614628	507112,614333,614556
1412041,635050	172108,328005
531665	1539290,1580114,1631639,245194,968270
258401,511018	21686,814074,8695
79700	576927,856371,9427
576782,856277,856278	1358726,284179,510961
551730	1358844,507061,533592,597458
292356,554461,9197	1194964,339475,446747,8707
210628,2176533	525352,555058
662653	301881,315643,72288,9683
550456,555071	1287590,1775832,1819032,41816,510912,600337
166602,377050,491592	1719412,577685,614743
1194691,1402898,1402899,1402900,1402901,170906,555452	138481,707803
554491,9248	1718959,814556
551164,895515	1268544,252566
1916031,216846	113779,570707,949870
554868	1473535,284179
258391,549365,549366,614376,614377,614463,614464,614465,614466	1986803,2175997,2175998,554658
1278105,1432001,1432002,42140,572866,7480	1006436,1217
1327730,1346732,834539	1728918
555046	1492559,263987
331321	1608728,331327
662652	258400,258401,511018
4498,942513	268394,4498
1102277,1267042	17135,554783
4498,549366,565555	1657848,8918
258392,507061,550143,554838,933645	4498,549366
296237	15332,555459
1310509	168048
25863	25054,252209,531849,632346,9197
1239,49633	561628,667437
550569,895538,895539,895540	1018849,168846,1854487
441338,552192,895668,932889	1184708,32063
547187	1327478,293211
36600,825492	1158408,36600,825492
10221,292356,554482	258408,4502,554597,9236
614459,8882	1718804,555041,555293,8746,9053
1793694,1793695,1793696	1719379
287069,551200	834387
1402070	575717
554786,901336	372012,614675
1528691	555253,9113
515902,761287	291065,444518,70365
548419,548420	142699,554714,680723
1664246,228789,62980	73912,805708
614396,650078,894406	200277,21674
1793694,1793695	614412
550142,614719	133910,4701,554401,614623
260227,50355,554890	1587722,265352,63481
1473582,1719239,555510	551201,795443,87228
292356,368858	173177,292356,51590
258400,511018	342133,554883
228679,547130,72851	146584,328849
1194967,614516	1269754,491506
119478,206352,301881	710452
1719474,9475	554906,554932,9218
148419,554492	179094,531508,65343
1429767	444589,550131
293211,350326,808189	1621,258394,293211
49452,531863,555355,577011	485944,9482
143578,341651,895796	555464,83972
1637,86726	1637,86726
555068,565505	531613
33742,555217	554407,554865,8918
531505	1719038,531505
554865	614641,69796
91658	1327612
32040	16377
258391,549365,549366,614376,614377,614463,614464,614465,614466	1358732,1719567,1719568,342959,484706
296237	1332919,555171
5046,558391	144979,178131,291301,558249
228423,554865,555310,600335	1332967,1775743,389846
228423,614619	228423,614619
548578	1327704,1327705,531582
1719284,4524,555060	1577354,1854497,7723
377050,549559	218784,30366,856407
51642,555454	144559,17205,547130
667508	531603,554407
1040890,1308655,218906,526952	1040894,1656647,1680417,457756,51724
99212	1327089,263001
1767988	1191565,1408837,822708
1278757,268394,551597	760414
210616	1200843,51633
160165,412953,4471	1251883,1252174
221018,273931,649228,72857	570784,570786,66237
258592	152332,1764399,1764400
256897,639439	242438,555278
266927,69793,817141	438101,9683
56158,614692	293211,531796,555041,555390,652990,8746
1226759,565465,6681	547746,565446
531582,548435	1719278,1719279,566046
1675117,1719120,1719121,1719122,1719123,555028,576780,795801,856275	1738133,188271
653583	11040,1327349,570470,9050
9053	554492,79130,8744
776776	614412
595218	565241,565824
554737	614379,66252,66253
423496,9197	554492,8744
1333,1615366,487937	1200843,51633
565747	554890
499282,51672,550240,7924	1481132,434759,548451,561628,667440
529881	1327046,1495097,1775982,1995709,1995710
256897,639439	258401,511018
531613,668455	21686,814074,8695
171858,341651,501197	536946
49452,531863,555355,577011	239830,507063,511018,511125,868142
1099139,169369,394686	169480,285821,555383,9159
510912,555063,895765	1251605,508367
258474,441417,441418	535855
140988,334775,533837	1041004,412836,70172
636583	315328,555096
337102,555367	424146,4524
638321	1995820,638321
1214899,1623940,350357	1624116,23126,9370
1239	806611,9264
529881	1719161
206352,412787,549450	249773,480573,600653
639935,66162,66839	51632,51633,534730,614420
853781	547452,614698
1408843,776792	1327089,1327090,263001
438095,9683	555303,576927,856474
1564478,539600,555464	12803,1327642
565859	1384513,168047,441277
638334,70365	14370,186225,259956
439150	439150,896765
555002	491490,50383,9290
69429,79631	328671
1327478,293211,511031	387475,4790,51656
1270220,1358862,27190	160024,27190,856438
554562	16242,638677,74747,914422
550663	252209,554492,8744
328501,9030	554388,614620
263970,550094,614540	179094,531645
1432465	1673170,412966,605778
535834,662866	1656816,36399,662792
1854570,228573,86788	351755
3941,404167,555408,555409	51642,51738
155455,576850,972340	1718880,258394
