149,261649,437413	149,261649,437413,8924
242257,673840,8945,968996	81169,8945
1019835,1019836,443452,471681	1554279,1554280
1353381,1353382,517705,536351	147833,216368,56884,687581
207985,232185,466365	228064,7920
1452941,569919	1104973,1353649,236223,416783,469161
137355	1104973,1452941,1452942,236223,416783,469161
506968	380213,45970,471223
48675	261649,384579,471045
1068219,298444,381926,471557,792239,792240,792241,792242	791932
232156,467059	302988,517662,517663
129597,239144,417749	1520,29983,340713
464948	155758,8781
86846	48666,517859,517860
1039257,149,261649,261749	149,261649,261749
1492638	1492638,1596248
525688	1047304,1667537,485391
64575	550491,62646
154637	506940
110534,66312	1549085,335168,529828
1018966,1212192,1212193,346032,485334,485391	1027594,260846,359246,465677,548098
1453166,154636	1453166,154636
130469	74366
48666,517859	291414,362148,78673
127660,451919,517670,772675	374955,473617
46611	164346,228166,237044,33073,352694,471376,61479,64960,8426,8765,8855,8938
1047259,105356	1172469,1360410
178719	471140,555987
4333,466981	34481,504648
264674,466220	467727,8906
359228,369124,469255	487527,81172
286617,479771	453016,466981
1481971	24076,77857
191265,3804,397479,517743	191265,3804,397479,517743
163740,264575	232330,260136
81060	1435620,1549954,310820,310821
381883	4613,736135
1064332,84166	452855,503578
263878,325868,356134,356647,404254,466422,466423,466424,466425,466426,90747	157538,28031,51335
147833,4306,437413,8397,8562,9065	134708,4306
1342982,383007,952812	153610,68386
28031	1536,81172
1078512,1085520,1120085,1525240,1525241,1525242,1525243,417422,479452	1497254,417422,467165,547597,547598
105278	105278
471140	437405
261649,479520	668936
988695	467582,547870
384579,488704,8595	136916,272376
291409,48762,705686,74426,888287,962691	10826,291414,4615
466507	158910,31387,9059
1078125,291414,76846	1078125,254039,291414
1045543,232074,253008,484076,510794,656347,83838	105728,157729
381879,4613	3443,4613,4621
469161	495606
206849,65632,710266	378896,81205
52959	479712
470925,471471	471325,471326,471327
1093622,1219596,1342855,206505,37315	1219596,206505
356313	388486,419613,517685
736487	105728,157729
48940	20751,20753
44433,9161	191379,397162
14758	1064056,3443
326114,45343	336504,6465
1015468,1690959	124240
1690725,1690962,47488,8906	340364,517704
14758,471563	517856,59733,83050
484101	191178,454904,471221
489330	134394
471717,47489	1064277,232162,279858,370110,429557,467582,471201,8562,8781,912010
256886	34761,517744,53013
286911,378859	1360503
65629	65629
483760,483761,8509	1110911,483796
153916,469152,479616	130658
1356,471051,471052	470938,471397,8595
120368,443391,471671	1240035,157491,337162,471671
466507	354840
465296,471180,8906	200719,8585,8813
232279	1124200
359192	1021012,193274,66129
1175889,160189,525688	191311,256564
8945,968996	369107,469183,8676
83050	41140
286619,517626	517626
1021066,1525491,275778,311873,468681	1021066,1448853,1556391,311873,468681,793273
302988	506940
1549085,335168,529828	1556044,18028,622545
1104973,1353649,236223,416783,469161	1060639,242937
143060,368178,65692	143060,368178,65692
344386	1452690,166599
147833,471161,9108	21134,340472
245600	9300
32440	1036120,209613,447931,628607
230824,466890,466891	119273,1220142,1554310,1554311,416941,571127,682059
237288,277715,325622	336504,6465
247640,359192	309588
206875,465189	261649,384579,471045
1432718	120368,471671
452137,8855	8855
3443	130470,949281
471419,471562	471419
502724,57,7779	110207,7779
437405,454516,47489	429728,83839,92646
147833,687581	147833,28,687581
24486	4333,466981,479585
14758	9065
290990,388880,8873	279946,9017
466572	276115,289480,379224
303285	298205,298333,791932
24585	20886,74552,860470
1853,454622	1452753,3425
119945,236223,471701,471702,471703,68412	133804,166857
305157,452990	122388,483761,8509
124240	434361,8488
340554,632035	1689,32529
232167,279858,471088,471717	232167,279858,471088,471717
1439,65632	65629
8422	1184576,517615,8422
22633	1064328,79324
1353259,471716	1577,467044
261588	4358,467928,471032,471378
268969,67878	1154406,361105,378888,6689
443391	120368
73384,89556	1596207,242937
136255,317209,48695	1680,3443
451854,452990	18376,37514,466707,750093
381867,422004	479507
465022	52964,736827
879355	479431
155335,24174,555950	3163,46437,668247
132179,569613,64575	372612
115512,466981	517609
31951,453032	427281
1020699,468452	1322477,34459
470955,470956	20757,470955
48665,94309	451825,48665,48666,94309
209979	156144,272376,466247
3443	1064056,3443
1172520,1248446,170270,35072	35072,444191
1051338,191325	781214
1284062,147833,292240,352694	147833,292240,352694
153916	4333,466981,479585
8426,8855	200727,8855
471384,517626	120368,471671
45970	471489
492218	1439,20753,65632
147833,471266,488864	147833,262606
1556355,467044	245435,32368
166051,6444	153549
453032,465160	291225
4333,466981,736463	195634,237044
1370439,1557604,289472	205853
736487	120324
132963,191178,314723,736748,9065	340364,517704
216369,434361,437405,471252,47489	232171,388880,4324,471217,471418,9065
4324,437405,443391	437405
290990,429728,8873	437462,9017
243673,673434	1106619,243673
149,261649,384579,437413,8924	149,261649,384579,437413,8924
1064176	455785,9994
1041937,1433461	452982
62361,62362	62361,62362
1141440,1141441,120324,38458	570557
340472,506745	155758,232167,470881
34688	34688
1140191,155270,381879,54532,7611	1064189,260799,71611
208230,479507,49646	105001,81143
471071	155758,8781,891409
1353267,1353268	26581
278374,455594	278374,388880,455594,471217,78785
535656,65632	154636,16259
134343,230867	1690855
4306	471132
419654,667448,667483	282333
295339,417759	105728,15420,157729,191088
147833,488864,8709,8873	147833,488864,8709,8873
8585	340193
615172	1596128
137851,137999,138004	1064148,451514,62390
466131	388486,419613,517685
261649,479520	4333,466981,479585
123623,422189	155239
359057,5341,608105	191178,454904,471221
147833,260846,262606	147833,262606
389034,8765	8397
471059	92666
252969,41300,471539,471540,471541,471542	160194,304929,304930
1353458,471163,560886,9148	34481,983152
1064271,1325273,467299,468357	1063982,340472,395094
113323,165134,548838,965227	113323,253625,295177,548838,965227
1172590	242257,471558,705815
66129,998276	240711,335022,705683
151622,466171	31951,59929
178065,1849	345365,374973,471471,70323
517730,517731	20757,8378
245435,32368	245435,471690
151846	44705,62469
166589,471140	397162,411369
535450	451668
27735,359193	318016,473941,473942
467724,559920,88961,965027	194345
8765	517682
453032,471486	1308610,8595
300394,473630	291547,65625
216385,286590,291626,479433	336504,6465
65625,8426,8855	24242,474298
1240018,471431,9070,989266	276871,92641
1141788,247545,792735,892473	64575
471088,8426,8876	469111
31428	65181
471140,673280,9300	157518
65632,983347	124240
312495	1520,830070
427281	336527,529737
206875,465189	147833,261649,384579
845612	705797,71608
1020699,468452	1536742,485006,493777
233770,47462	1520,191268
471140	14758,160194,252969
4324,443391,471250,9108	373221,4324,471250
123623	1556131
206983,62375,68429	171660
452855,517777	518172,9059
143060,517705,8426	164346,232167,517698
147833,736135	147833,261649,384579
129597	10826,291414,4615
1078138,536743	1078138,998276
127660,4916	4324,471250
114,370404	65181
1101903,1101904,453662	143784,176700
65692	200371,92198
467584	122460
382089	1360442,382089,637613
153916,473781	517645
157229,471641	20745
736137,736311	115512,466981
279858,471088	143060,517705
1412473,78390,888208,894126	1064328,79324
24997,252969,555949	1453166,154636
471419,471562	339106
421933,736009	498440,736009
1139072,1139073,1139074,1139075,1139076,1139077	17913,487452
134731,261687,369124,468562,61332	251578,647216
9070	9070
1068246,279858,303285,467582,791823	1068246,279858,303285,467582
47489	434487
304854	235603
471524	272376,311992,66170
1020621,359225,479385	517753
105728,1249,384449,454904,536842,8781	14758,471563
1021012,193274	120368,471671
47635,517788	517769,65625
4324,443391,9108	216368,47489
1452759	470938,471397,8595
381955	465707,469618,517757
470971,471616,8873,9065	471616
288522	191309
471419,471562	14758,471562
1353597,464934	4358,471660
237718,83050	245435,32368
210018,329683	4324
471087	124240
65632,983347	305157,8509
4306	469161,705765
230867,31428,536448	148,164346,261749
1068287,437405,70779,912441	238156
230867,232279	260104,488704,545432
111023,1793	115512,228166
162193,31682,3443,4613	3443,4613,4621
246839,465675	236223
1172473,76527	195473,703911
129505,4615	1172520,1248446,170270,35072
452256	20757
329650	154637,847340
1087343,156144,467059,471008	206875,20745,465187
4814,890975	261128,272376,559212
35073,386267	16657,35073
14774,175301,59661,8204	14774,455686,8204
155522,244779,55355,679368	485332,8855
261648,368178,4358	404355
216368,216369,437405,471252,47489	216369,434361,437405,437462,453014
32127,45970	443367
422276,517735	8906
1140336	174836,384515
470972	4358,471660
474085,517649	17765,517649
1172617,467928	1172617,206678,211853
517835,570337	660338
143060,517705,8426	261649,471088,8426
205773	147569,471384,536426
134682,631696	134682,631696
1353463,175551,276871	276871,9095,92641
103368,27932,467589,632618	147833,470979,9108
517769	467586,467590,471717
103843	52395,94144
1028737	736223,81172
45271,517829,517830	41140,467059
380928	166748,429728
130469,411369	411369
304922,7598	191323,199207,80636
474220,517848	466978
4772	156144,467059,471008
21659,522632,679292,679293	147833,470936
7537,7603	388880,471217,471616
471088,8765	261648,471088,679569,8765
139440,74674	243700,259859,74674
217896,4875	20757,8378
1149078,848448	105728,157729
143060,517705,8426	8426
8906	143060,155758,8781
1035205,349964,466348,7763	359238,437413,471376
517835	1124313,471007,679417
18376,37514,466707,750093	35072,444191
771998	115512,87883
1352571,177777	467299,9065
291409,47618	449616,623172,705799
1211531,1240023	1477317,264462,65632
24965	1240018,471431,9070,989266
235566,44249,470982	260104,395233,8595
44383,8703	44383,503645,8703
469111	1367232,16657,56833
324206,736418	1407250,209306,32368
454489	467964,479338
1255401,325622	465668,465670
1021112,1021113,988804	124240
1439,20753,65632	137380,20757,379315,8378
178858,378317	190894
240145,421933	105278
465160	4333,466981,479585
146977,30816,45970,7765	45970
124240,1520,429728	1166,368661,387961,86543
467204,467205	345365,374973,465517,81172
134632,195647	200385,71608
122664	10826,291414,4615
5035	431785,83050
1124331,517835	517703
296625,3715,422427	147833,261649,384579
1170896,534586	122686,305453
245024,679961,74624	147833,470936
10820,354260	359238,8385,9070
262288,740118,791301	191309
1166,1285,471397,471398	647498
1520,29983	156887,3443,535756
467315	20746
1690916,523721	78782
471176,48665	451825,48665,48666,94309
52889,993142	336504,6465
471090	120368,443391
199141,479585	34481,504648
138088,517635	340147,69360
272376,384710,517632	272376,384710,517632
330978,772467	147833,517780
191289,251412,291112,381805,391218,466564,485126	483113,70666
1078304,453103	1078304,453103
206875,285926,68395	285926,465187,68395
451668,470876,470877,8488,8873	705652,705653,91949
465365,467504	4358,471660
1064271,467299	1064271,1325273,467299,468357
517856,59733,83050	517856,59733,83050
772500	1166,792106
147833	124240
109677,451867,471132,471454,506753,506754	1353426,452956
14758	47485
47487,569069	309588
243638,408499,601081	293721,713886
476927	905914
1042690,1140534	78782
1353200,8562	259624,279857,471065,471066,471280
471562,548694	140570,93500
6446	185274,386267,705723
470916	53013,632903
471167,471413,471414,471415	129905,147833,705831
147833	517676,8676
199855,414705,468104	1554369,1554370,1554371,225606
356313,465160,467585,467591	474220,517870,517871,8906
517816	206678,466981
142039,517706,517707	142039,517706,517707
69618	154637,180910,645226
109677,471132	1353426,452956
466328,59221	355963,355964
517859,517860	48666,517859,517860
8873,9065,9300	517665,8712
1452687,206678,471563	105728,470972,559273
147833,4307	260104,395233,8595
1240017	217312,252969,79967
290990,429728,8873	1172472,290990,388880
123623,153380,327037	198213,517696
384588,3889,93164	2129,40887,875296
534587	158910,191379,473109
24084	20757
66129,8676	8676
569613	157941,7482
161864,240145,521013	1536,252995,40947
388822,8906	298086,705718,81169,8945
1139933	232330
264703	386267,667311
181719	1016141,867673,868030
59635,71629	331957,59635,66122,71629
181719,3803,473676,474261	154636,517805
4306	470957
891148,891149	465668,465670
1064301,8585	66170,8813
240711,66129,998276	1166,368661,387961,86543
311852	130470
206678,517778	272376,384710,517632
794554,794555	200371,92198
200728,200729,3443,451058	164346,434361
9300	103336,232172,437405
1240033,4358,792736,9065	517853,8385,8781
467587	281715,281774,452998
465140	517703
1249008,466373	434536,94154
1353650,206843,3512	272376,384710,517632
3443,4613	1078366,197592
470925	240711,335022,705683
378276,479656	378276
466981,517642	17765,517809,970150
1280618	132963,191178,314723,736748,9065
450775,52874	232330
314723,9065	236155,3568
517609	517609
155140,680419	64710,8720
8426	536058
379313	517665,8712
336504,473669	155239
258522	369687
239651,466158	465668,465670
1101317,245005	737025
232167,517705	498440,736009
359192,471670	359192,542834
470957,9059	518172,565146,9059
148004,517610,64604	474015
534587	53013,632903
1085438,1085439,547785,66621,776511,792105,968953	1285,482628
228468,420199,484837	1063936,1063937,1063938,1063939,1063940,1063941,154786,177777,235271,278374,409214,474274,49820
261649	1063985,8781
452956,559273	122388,483761,8509
18376,48675	254174,470936,488636
178994,465663,569102	286619,471384
437413,452951	251403,9070
502756	240145
340147,5347	302988
465502,471100	2095,243671
471071	1064343,147833,352694
1186530,163740	471059,507436
65294	1145,654243
161591	8397
471009,9070	232156,736354
705797,71608	378896,81205
277101,367972,370084,473901,67881	354174,4498
488636,66129	66129
1163384,1164112	200385
232156	232156
1434226,420424	359238,8385,9070
464948	153916,261713
311992,453002	1138994
237288,465668,465670	185274,386267
570557	207997
340147,5347	5347,69360
1008804,228114,232321,293637,354557,437313,467433,569707	34481
1042690,1140534	340147,5347
471132	124240
465472,473642,8873	454516
487527,81172	465517,487527,645899
4358,467928,471032,471378	66129
466543	134211,989333,989334
157842,28067,4657	157842,673280,8870
367943	160657,230820,254179,4850,537327
156144,258522,467059,471008,471009	156144,258522,467059,471008,471009,471010,471011
237043,359204,370084	105001,81143
254134,260104	254134
64575	471003,64575
260095	206214,260124
534690	988946
474167	246663,315809
1577,171523,373150	355179,355180
340147,772647	302988
4306	4306
151846	492545
470955,470956	217809,8378
178787,479377,479378	309588
157842,379313,8873,9065	9300
